Clustered Colors (K-Means)
R,G,B,Count
173,172,118,9
173,186,133,9
174,160,134,9
174,169,147,9
175,155,122,9
175,158,130,9
175,159,110,9
175,163,113,9
175,164,110,9
175,168,114,9
175,172,129,9
175,173,124,9
175,173,132,9
175,175,115,9
175,175,147,9
175,179,146,9
175,188,134,9
175,188,135,9
176,162,91,9
176,170,112,9
176,174,126,9
177,157,130,9
177,164,112,9
177,173,109,9
177,174,129,9
177,175,126,9
177,176,120,9
177,178,138,9
178,157,128,9
178,167,111,9
178,167,113,9
178,176,127,9
178,177,113,9
178,181,150,9
178,189,133,9
179,156,115,9
179,156,122,9
179,161,113,9
179,163,114,9
179,166,111,9
179,170,111,9
179,177,129,9
179,178,150,9
179,180,146,9
179,182,151,9
180,164,138,9
180,171,116,9
180,178,117,9
180,179,125,9
180,184,151,9
181,159,122,9
181,161,128,9
181,169,145,9
181,174,119,9
181,177,130,9
182,159,125,9
182,162,129,9
182,165,137,9
182,180,132,9
182,180,139,9
183,161,122,9
183,167,118,9
183,175,113,9
183,178,156,9
184,162,125,9
184,163,118,9
184,166,120,9
184,176,155,9
184,179,159,9
184,180,153,9
184,182,131,9
184,187,158,9
185,162,121,9
185,166,136,9
185,170,113,9
185,179,131,9
185,180,160,9
185,182,141,9
185,184,156,9
185,185,157,9
186,165,120,9
186,169,141,9
186,176,117,9
186,179,133,9
186,181,159,9
186,182,121,9
186,182,157,9
186,188,151,9
187,164,130,9
187,172,113,9
187,173,124,9
187,174,121,9
187,175,115,9
187,178,121,9
187,179,117,9
187,185,136,9
188,169,139,9
188,174,127,9
188,182,120,9
188,184,157,9
188,185,132,9
189,168,123,9
189,169,136,9
189,177,153,9
189,182,127,9
189,184,164,9
190,168,131,9
190,176,127,9
190,178,120,9
190,179,133,9
190,183,129,9
190,183,131,9
190,185,127,9
190,188,139,9
190,188,149,9
190,190,162,9
191,168,126,9
191,168,127,9
191,168,134,9
191,177,130,9
191,184,130,9
191,186,128,9
191,186,131,9
191,190,160,9
192,175,129,9
192,183,126,9
192,187,145,9
192,192,158,9
193,177,117,9
193,181,121,9
193,189,141,9
193,189,164,9
193,190,135,9
193,190,137,9
193,191,142,9
193,192,162,9
193,193,159,9
194,171,130,9
194,172,135,9
194,178,152,9
194,185,130,9
194,187,132,9
195,182,129,9
195,183,125,9
195,189,137,9
195,191,164,9
195,192,139,9
196,173,129,9
196,173,139,9
196,179,123,9
196,185,129,9
196,188,141,9
196,189,135,9
196,192,145,9
196,205,152,9
197,174,140,9
197,175,136,9
197,181,129,9
197,188,133,9
197,192,137,9
197,194,141,9
198,176,137,9
198,190,143,9
198,191,139,9
198,191,172,9
198,192,140,9
198,192,142,9
198,197,167,9
199,183,123,9
199,187,163,9
200,183,127,9
200,184,132,9
200,188,140,9
200,189,143,9
200,199,169,9
201,181,146,9
201,182,124,9
201,190,136,9
201,190,168,9
201,191,140,9
201,195,173,9
201,197,170,9
201,198,165,9
202,182,132,9
202,184,138,9
202,191,169,9
203,183,150,9
203,190,137,9
203,192,138,9
203,195,149,9
203,197,145,9
203,197,175,9
204,183,136,9
205,190,131,9
205,197,151,9
205,201,174,9
205,204,173,9
206,185,142,9
206,186,153,9
206,188,142,9
206,195,149,9
206,198,152,9
206,207,176,9
207,186,141,9
207,188,158,9
207,190,162,9
207,196,150,9
208,197,175,9
208,203,181,9
209,190,160,9
209,195,150,9
209,204,182,9
210,193,165,9
210,204,180,9
211,203,157,9
211,205,181,9
211,205,183,9
212,191,146,9
212,192,155,9
212,192,159,9
212,206,182,9
212,211,180,9
212,211,183,9
213,193,156,9
213,209,171,9
213,212,181,9
213,212,184,9
214,194,157,9
214,201,156,9
214,210,183,9
215,214,186,9
216,194,153,9
216,199,155,9
216,212,187,9
216,215,187,9
217,196,151,9
217,198,158,9
217,200,156,9
218,199,157,9
219,200,157,9
219,202,158,9
219,203,177,9
219,218,190,9
220,203,159,9
220,216,181,9
221,204,160,9
221,213,167,9
221,217,180,9
222,218,183,9
222,221,193,9
223,204,164,9
223,219,192,9
223,222,194,9
224,205,163,9
224,207,164,9
224,220,183,9
224,221,188,9
226,214,192,9
226,215,193,9
226,219,175,9
227,209,173,9
227,226,195,9
228,217,195,9
228,222,198,9
228,223,183,9
229,210,177,9
229,228,197,9
230,213,183,9
230,214,188,9
230,217,173,9
230,225,185,9
231,213,175,9
231,223,202,9
232,216,190,9
232,218,192,9
232,219,175,9
232,224,178,9
232,226,202,9
232,227,187,9
234,216,176,9
234,218,185,9
234,220,194,9
235,218,175,9
235,220,179,9
237,226,204,9
238,223,182,9
238,223,194,9
238,231,187,9
238,234,199,9
239,223,189,9
239,232,213,9
240,235,215,9
241,229,205,9
242,238,209,9
242,239,208,9
243,239,210,9
244,236,215,9
245,240,208,9
245,240,220,9
246,235,213,9
246,241,221,9
247,233,194,9
250,245,215,9
251,245,219,9
251,246,216,9
251,246,217,9
252,238,211,9
252,246,210,9
253,245,222,9
255,247,220,9
255,251,222,9
0,11,11,8
0,13,13,8
0,15,25,8
0,17,26,8
0,19,15,8
0,19,19,8
0,20,17,8
0,22,21,8
0,26,21,8
0,26,22,8
0,29,42,8
0,30,22,8
0,30,26,8
0,31,29,8
0,40,51,8
0,41,36,8
0,41,51,8
0,46,36,8
0,47,42,8
0,50,41,8
0,50,43,8
0,50,44,8
0,51,44,8
0,53,71,8
0,55,70,8
0,60,66,8
0,60,73,8
0,61,54,8
0,62,59,8
0,62,70,8
0,63,61,8
0,63,63,8
0,63,81,8
0,64,80,8
0,65,61,8
0,65,66,8
0,65,68,8
0,65,72,8
0,66,78,8
0,67,68,8
0,69,77,8
0,71,68,8
0,71,75,8
1,10,17,8
1,11,12,8
1,23,36,8
1,41,33,8
1,50,67,8
1,58,51,8
1,60,76,8
1,62,55,8
1,63,60,8
1,64,79,8
1,68,84,8
1,69,82,8
1,72,66,8
1,74,80,8
1,74,81,8
1,79,79,8
2,18,15,8
2,27,21,8
2,31,45,8
2,32,24,8
2,45,36,8
2,53,72,8
2,58,49,8
2,61,55,8
2,65,80,8
2,65,82,8
2,66,65,8
2,68,64,8
2,72,72,8
2,76,75,8
2,77,70,8
2,78,76,8
3,4,8,8
3,21,33,8
3,26,40,8
3,28,22,8
3,32,46,8
3,60,53,8
3,65,60,8
3,74,76,8
3,75,74,8
3,80,86,8
4,9,15,8
4,22,34,8
4,27,21,8
4,60,51,8
4,65,60,8
4,68,67,8
4,72,81,8
4,78,81,8
4,78,87,8
4,79,84,8
4,80,76,8
5,46,32,8
5,67,64,8
5,68,86,8
6,39,30,8
6,42,58,8
6,45,62,8
6,62,51,8
6,62,79,8
6,68,63,8
6,75,90,8
6,76,74,8
6,77,71,8
6,81,77,8
6,82,82,8
6,83,91,8
7,8,3,8
7,8,13,8
7,11,20,8
7,33,24,8
7,35,49,8
7,49,39,8
7,56,73,8
7,68,63,8
7,79,91,8
7,81,80,8
7,82,77,8
7,82,85,8
8,9,4,8
8,12,21,8
8,14,10,8
8,18,28,8
8,21,14,8
8,31,23,8
8,36,21,8
8,40,27,8
8,42,28,8
8,44,60,8
8,55,45,8
8,57,74,8
8,61,79,8
8,64,81,8
8,67,83,8
8,67,85,8
8,75,91,8
8,79,71,8
8,82,83,8
8,84,84,8
8,87,82,8
9,42,31,8
9,52,43,8
9,55,45,8
9,62,78,8
9,68,86,8
9,74,68,8
9,83,86,8
9,88,92,8
10,17,10,8
10,33,47,8
10,36,49,8
10,66,55,8
10,67,84,8
10,67,86,8
10,80,72,8
10,83,76,8
10,86,82,8
10,86,86,8
10,89,94,8
11,7,0,8
11,18,28,8
11,21,12,8
11,33,21,8
11,34,24,8
11,47,33,8
11,50,67,8
11,53,41,8
11,70,88,8
11,71,63,8
11,74,91,8
11,84,77,8
11,87,87,8
11,88,94,8
12,3,0,8
12,15,24,8
12,23,15,8
12,28,17,8
12,35,49,8
12,44,31,8
12,48,36,8
12,87,80,8
12,87,90,8
12,90,90,8
12,90,94,8
12,90,100,8
12,97,92,8
13,29,19,8
13,36,20,8
13,46,35,8
13,46,61,8
13,51,38,8
13,59,48,8
13,66,56,8
13,70,61,8
13,73,63,8
13,74,66,8
13,78,72,8
13,86,79,8
13,91,93,8
13,92,96,8
13,92,97,8
14,12,0,8
14,21,31,8
14,24,13,8
14,30,43,8
14,32,46,8
14,33,47,8
14,43,57,8
14,45,27,8
14,47,30,8
14,47,62,8
14,54,43,8
14,65,82,8
14,66,54,8
14,71,88,8
14,77,68,8
14,79,73,8
14,87,80,8
14,88,87,8
14,92,102,8
14,93,98,8
14,94,91,8
14,94,93,8
15,9,0,8
15,25,16,8
15,28,18,8
15,31,18,8
15,39,23,8
15,43,28,8
15,44,22,8
15,44,24,8
15,47,34,8
15,56,42,8
15,71,86,8
15,71,88,8
15,75,67,8
15,82,99,8
15,87,101,8
15,94,89,8
16,14,2,8
16,17,9,8
16,22,10,8
16,24,13,8
16,26,17,8
16,33,17,8
16,34,46,8
16,37,20,8
16,45,25,8
16,48,27,8
16,50,33,8
16,51,31,8
16,52,38,8
16,62,52,8
16,72,89,8
16,89,82,8
16,93,87,8
16,96,95,8
17,8,0,8
17,11,0,8
17,23,13,8
17,25,10,8
17,29,17,8
17,40,24,8
17,43,30,8
17,45,22,8
17,53,27,8
17,67,56,8
17,73,64,8
17,90,83,8
17,91,100,8
17,94,88,8
17,94,102,8
18,18,6,8
18,20,9,8
18,21,10,8
18,26,11,8
18,35,19,8
18,41,23,8
18,48,24,8
18,52,36,8
18,54,40,8
18,56,43,8
18,59,41,8
18,79,72,8
18,80,95,8
18,90,86,8
18,90,87,8
18,92,93,8
18,93,89,8
18,96,96,8
18,100,98,8
19,21,7,8
19,22,31,8
19,27,16,8
19,33,20,8
19,38,19,8
19,43,21,8
19,50,34,8
19,50,35,8
19,51,36,8
19,51,64,8
19,52,35,8
19,53,36,8
19,58,31,8
19,66,56,8
19,75,66,8
19,79,71,8
19,82,74,8
19,86,102,8
19,91,105,8
19,92,85,8
19,95,93,8
19,97,97,8
19,97,99,8
19,97,101,8
20,6,3,8
20,31,14,8
20,34,21,8
20,52,65,8
20,56,44,8
20,82,71,8
20,83,98,8
20,85,81,8
20,86,100,8
20,93,86,8
20,94,93,8
20,96,94,8
20,98,100,8
20,101,95,8
21,35,18,8
21,44,24,8
21,44,26,8
21,46,24,8
21,51,62,8
21,53,38,8
21,54,35,8
21,56,32,8
21,57,69,8
21,61,35,8
21,61,73,8
21,77,92,8
21,80,96,8
21,86,80,8
21,90,87,8
21,92,86,8
21,94,87,8
21,96,92,8
22,12,3,8
22,16,0,8
22,24,11,8
22,30,15,8
22,41,22,8
22,43,26,8
22,48,23,8
22,51,23,8
22,71,86,8
22,75,89,8
22,78,93,8
22,85,76,8
22,85,102,8
22,89,105,8
22,98,94,8
22,98,98,8
22,101,96,8
23,21,6,8
23,24,8,8
23,27,10,8
23,35,21,8
23,42,23,8
23,53,25,8
23,54,36,8
23,59,45,8
23,61,72,8
23,67,54,8
23,71,85,8
23,74,65,8
23,95,91,8
23,102,99,8
23,103,102,8
23,104,98,8
24,25,7,8
24,33,42,8
24,36,16,8
24,43,24,8
24,44,55,8
24,46,23,8
24,49,19,8
24,55,39,8
24,56,41,8
24,64,38,8
24,64,76,8
24,66,42,8
24,68,55,8
24,76,63,8
24,80,71,8
24,101,109,8
24,102,104,8
24,102,106,8
25,15,6,8
25,18,0,8
25,22,29,8
25,24,4,8
25,28,7,8
25,34,17,8
25,40,21,8
25,45,56,8
25,47,26,8
25,48,20,8
25,55,66,8
25,56,25,8
25,59,45,8
25,61,33,8
25,64,35,8
25,75,66,8
25,78,68,8
25,81,68,8
25,82,73,8
25,85,77,8
25,86,104,8
25,87,82,8
25,87,102,8
25,88,105,8
25,92,108,8
25,93,106,8
25,98,105,8
25,100,96,8
26,16,6,8
26,21,2,8
26,23,4,8
26,25,5,8
26,27,11,8
26,39,48,8
26,43,24,8
26,46,19,8
26,47,28,8
26,48,59,8
26,50,18,8
26,50,24,8
26,52,25,8
26,60,43,8
26,62,34,8
26,62,48,8
26,66,40,8
26,69,59,8
26,72,59,8
26,72,61,8
26,73,63,8
26,73,65,8
26,74,88,8
26,77,68,8
26,82,95,8
26,95,90,8
26,95,110,8
26,96,108,8
26,101,104,8
26,104,104,8
27,24,5,8
27,27,35,8
27,30,9,8
27,30,13,8
27,31,6,8
27,42,21,8
27,49,26,8
27,49,28,8
27,52,22,8
27,63,49,8
27,65,44,8
27,65,52,8
27,67,41,8
27,67,77,8
27,73,86,8
27,83,74,8
27,84,75,8
27,87,79,8
27,90,81,8
27,90,105,8
27,97,89,8
27,97,95,8
27,100,109,8
27,101,100,8
27,102,108,8
27,105,107,8
27,108,109,8
28,15,0,8
28,25,6,8
28,41,50,8
28,43,22,8
28,48,59,8
28,49,18,8
28,52,36,8
28,62,48,8
28,65,34,8
28,68,78,8
28,68,80,8
28,91,108,8
28,94,90,8
28,94,110,8
28,100,97,8
28,102,103,8
28,103,99,8
28,103,109,8
28,107,104,8
29,15,12,8
29,21,2,8
29,32,11,8
29,32,15,8
29,33,42,8
29,44,21,8
29,49,24,8
29,50,17,8
29,59,69,8
29,60,28,8
29,62,31,8
29,66,75,8
29,75,64,8
29,81,95,8
29,95,111,8
29,96,112,8
29,96,113,8
29,99,111,8
29,107,107,8
30,28,7,8
30,33,16,8
30,43,23,8
30,52,29,8
30,53,37,8
30,63,42,8
30,64,29,8
30,68,43,8
30,68,77,8
30,70,43,8
30,70,44,8
30,83,73,8
30,86,77,8
30,95,87,8
30,96,92,8
30,96,112,8
30,96,118,8
30,97,116,8
30,98,109,8
30,100,90,8
30,103,110,8
30,104,103,8
30,104,107,8
30,105,98,8
30,111,105,8
31,19,5,8
31,29,8,8
31,31,5,8
31,33,11,8
31,39,18,8
31,46,25,8
31,47,20,8
31,47,21,8
31,50,28,8
31,51,26,8
31,53,32,8
31,55,21,8
31,65,32,8
31,68,37,8
31,86,80,8
31,88,81,8
31,94,109,8
31,97,111,8
31,101,99,8
31,101,111,8
31,105,104,8
31,106,101,8
31,108,114,8
31,109,113,8
32,19,3,8
32,20,20,8
32,33,15,8
32,40,17,8
32,46,23,8
32,49,30,8
32,51,19,8
32,60,45,8
32,63,29,8
32,64,43,8
32,71,44,8
32,72,46,8
32,82,73,8
32,102,91,8
32,102,110,8
32,103,95,8
32,105,98,8
32,106,109,8
32,107,113,8
33,20,3,8
33,22,2,8
33,22,20,8
33,24,27,8
33,28,8,8
33,29,4,8
33,30,11,8
33,43,52,8
33,47,22,8
33,49,20,8
33,50,18,8
33,52,30,8
33,55,34,8
33,60,41,8
33,68,35,8
33,70,36,8
33,70,39,8
33,71,58,8
33,73,49,8
33,74,60,8
33,80,70,8
33,83,74,8
33,84,75,8
33,85,99,8
33,95,110,8
33,99,113,8
33,100,93,8
33,101,114,8
33,103,93,8
33,103,101,8
33,106,99,8
33,108,111,8
33,109,109,8
33,111,113,8
34,21,5,8
34,22,0,8
34,25,28,8
34,29,7,8
34,33,12,8
34,33,39,8
34,39,19,8
34,47,21,8
34,53,33,8
34,56,20,8
34,60,23,8
34,61,26,8
34,61,70,8
34,68,33,8
34,80,70,8
34,81,73,8
34,84,75,8
34,85,76,8
34,97,89,8
34,99,119,8
34,100,114,8
34,108,109,8
34,109,115,8
34,111,105,8
34,113,108,8
35,22,3,8
35,24,20,8
35,31,6,8
35,33,10,8
35,38,17,8
35,42,24,8
35,61,24,8
35,62,71,8
35,66,51,8
35,67,28,8
35,69,78,8
35,70,37,8
35,70,46,8
35,73,48,8
35,77,65,8
35,81,70,8
35,88,102,8
35,102,118,8
35,103,114,8
35,105,103,8
36,22,9,8
36,25,3,8
36,31,11,8
36,32,5,8
36,34,9,8
36,40,15,8
36,44,20,8
36,44,23,8
36,49,57,8
36,56,21,8
36,60,44,8
36,64,49,8
36,68,31,8
36,69,52,8
36,70,79,8
36,71,41,8
36,71,51,8
36,74,37,8
36,80,67,8
36,82,71,8
36,83,93,8
36,95,111,8
36,97,90,8
36,101,97,8
36,101,119,8
36,107,103,8
36,111,104,8
36,113,107,8
37,29,6,8
37,46,19,8
37,47,20,8
37,50,20,8
37,54,35,8
37,59,21,8
37,64,47,8
37,65,51,8
37,93,108,8
37,93,110,8
37,99,88,8
37,100,117,8
37,107,105,8
37,108,112,8
38,27,23,8
38,36,11,8
38,41,48,8
38,48,23,8
38,52,17,8
38,52,19,8
38,55,36,8
38,57,35,8
38,62,48,8
38,65,74,8
38,66,44,8
38,67,49,8
38,70,55,8
38,70,57,8
38,78,86,8
38,81,72,8
38,84,73,8
38,85,77,8
38,95,89,8
38,99,118,8
38,100,95,8
38,106,127,8
38,107,102,8
38,108,116,8
38,108,120,8
38,109,105,8
38,111,102,8
38,112,115,8
38,113,106,8
38,119,113,8
39,27,3,8
39,32,6,8
39,34,38,8
39,35,6,8
39,37,22,8
39,39,15,8
39,40,9,8
39,43,20,8
39,44,21,8
39,48,17,8
39,48,21,8
39,49,22,8
39,56,20,8
39,58,38,8
39,62,46,8
39,63,47,8
39,69,45,8
39,71,56,8
39,82,72,8
39,86,76,8
39,98,116,8
39,100,92,8
39,105,119,8
39,106,125,8
39,107,116,8
39,110,116,8
39,110,128,8
40,34,8,8
40,47,55,8
40,55,26,8
40,56,20,8
40,57,23,8
40,61,42,8
40,65,23,8
40,67,52,8
40,71,53,8
40,71,55,8
40,71,56,8
40,72,33,8
40,74,39,8
40,74,47,8
40,84,95,8
40,86,75,8
40,99,117,8
40,101,94,8
40,111,107,8
41,25,0,8
41,34,8,8
41,42,28,8
41,44,17,8
41,44,35,8
41,44,51,8
41,48,40,8
41,51,26,8
41,56,25,8
41,59,43,8
41,61,49,8
41,66,45,8
41,69,54,8
41,70,26,8
41,70,48,8
41,72,28,8
41,72,31,8
41,73,49,8
41,76,43,8
41,76,82,8
41,84,74,8
41,87,76,8
41,88,80,8
41,92,87,8
41,98,89,8
41,98,115,8
41,101,93,8
41,110,125,8
41,110,126,8
41,113,110,8
41,117,113,8
42,33,28,8
42,36,2,8
42,36,10,8
42,41,10,8
42,46,19,8
42,46,21,8
42,48,20,8
42,51,22,8
42,56,43,8
42,57,24,8
42,63,48,8
42,67,46,8
42,68,55,8
42,75,44,8
42,76,51,8
42,77,47,8
42,79,87,8
42,89,81,8
42,90,102,8
42,91,87,8
42,91,105,8
42,92,83,8
42,94,90,8
42,97,91,8
42,98,113,8
42,102,94,8
42,103,122,8
42,110,123,8
42,113,105,8
42,116,119,8
43,26,8,8
43,33,32,8
43,41,26,8
43,46,37,8
43,50,19,8
43,51,28,8
43,53,28,8
43,54,22,8
43,54,24,8
43,57,22,8
43,69,58,8
43,69,60,8
43,71,46,8
43,71,49,8
43,71,57,8
43,74,66,8
43,76,33,8
43,78,45,8
43,80,88,8
43,81,90,8
43,84,78,8
43,85,73,8
43,86,76,8
43,94,87,8
43,103,95,8
43,104,123,8
43,108,128,8
43,112,127,8
43,113,113,8
43,117,116,8
44,32,6,8
44,45,13,8
44,45,39,8
44,51,18,8
44,59,36,8
44,64,53,8
44,65,24,8
44,66,53,8
44,67,47,8
44,72,58,8
44,74,62,8
44,76,55,8
44,76,65,8
44,77,46,8
44,77,66,8
44,78,64,8
44,92,104,8
44,93,107,8
44,104,94,8
44,111,120,8
44,112,121,8
44,113,118,8
44,115,119,8
44,115,133,8
44,116,105,8
44,116,130,8
45,36,3,8
45,36,7,8
45,37,1,8
45,40,11,8
45,43,28,8
45,47,34,8
45,47,36,8
45,51,15,8
45,56,24,8
45,56,62,8
45,61,22,8
45,61,48,8
45,62,52,8
45,65,53,8
45,66,23,8
45,69,47,8
45,69,56,8
45,70,51,8
45,71,62,8
45,74,80,8
45,75,63,8
45,76,58,8
45,78,47,8
45,79,65,8
45,80,48,8
45,80,50,8
45,87,83,8
45,88,78,8
45,95,86,8
45,97,93,8
45,107,102,8
45,107,128,8
45,112,129,8
45,113,122,8
45,114,129,8
45,115,113,8
45,115,127,8
46,35,7,8
46,49,20,8
46,51,21,8
46,52,40,8
46,52,42,8
46,56,21,8
46,56,47,8
46,57,41,8
46,59,42,8
46,61,42,8
46,61,54,8
46,62,51,8
46,63,53,8
46,65,71,8
46,66,41,8
46,66,55,8
46,68,22,8
46,69,59,8
46,74,59,8
46,75,45,8
46,75,55,8
46,75,57,8
46,77,46,8
46,77,69,8
46,77,72,8
46,78,55,8
46,78,63,8
46,78,67,8
46,79,48,8
46,79,68,8
46,81,48,8
46,83,50,8
46,83,89,8
46,88,78,8
46,89,80,8
46,91,86,8
46,93,85,8
46,95,89,8
46,107,99,8
46,116,124,8
47,30,2,8
47,33,6,8
47,38,9,8
47,43,44,8
47,44,35,8
47,47,39,8
47,48,53,8
47,50,19,8
47,51,37,8
47,53,43,8
47,54,47,8
47,54,60,8
47,59,21,8
47,61,25,8
47,63,24,8
47,64,22,8
47,64,46,8
47,65,53,8
47,66,47,8
47,69,23,8
47,72,51,8
47,74,65,8
47,75,26,8
47,75,78,8
47,76,56,8
47,78,47,8
47,79,30,8
47,80,33,8
47,81,46,8
47,82,75,8
47,82,86,8
47,83,39,8
47,83,79,8
47,84,90,8
47,87,78,8
47,88,82,8
47,90,99,8
47,96,110,8
47,99,113,8
47,104,97,8
47,113,109,8
47,115,134,8
47,115,136,8
47,116,113,8
47,116,121,8
47,116,123,8
47,116,131,8
47,117,119,8
47,119,134,8
48,44,7,8
48,47,29,8
48,47,42,8
48,49,44,8
48,49,54,8
48,50,37,8
48,50,45,8
48,51,42,8
48,52,27,8
48,52,38,8
48,54,18,8
48,54,50,8
48,56,19,8
48,56,41,8
48,59,16,8
48,59,19,8
48,60,22,8
48,61,52,8
48,62,49,8
48,65,21,8
48,67,47,8
48,67,48,8
48,69,54,8
48,76,25,8
48,77,81,8
48,79,71,8
48,80,56,8
48,81,34,8
48,84,40,8
48,84,80,8
48,94,84,8
48,101,95,8
48,115,131,8
48,117,124,8
48,117,132,8
49,37,25,8
49,39,3,8
49,47,50,8
49,51,37,8
49,54,31,8
49,54,48,8
49,55,51,8
49,58,15,8
49,58,55,8
49,62,53,8
49,65,52,8
49,66,47,8
49,67,25,8
49,67,55,8
49,68,22,8
49,69,44,8
49,69,60,8
49,71,22,8
49,72,20,8
49,77,52,8
49,78,73,8
49,78,74,8
49,78,82,8
49,80,65,8
49,80,72,8
49,83,56,8
49,84,51,8
49,85,39,8
49,85,73,8
49,88,83,8
49,90,84,8
49,94,87,8
49,96,90,8
49,98,92,8
49,106,99,8
49,109,101,8
49,117,128,8
50,40,38,8
50,48,35,8
50,49,44,8
50,52,38,8
50,52,39,8
50,52,47,8
50,56,22,8
50,57,26,8
50,58,17,8
50,60,52,8
50,61,45,8
50,61,53,8
50,62,50,8
50,62,58,8
50,63,53,8
50,63,56,8
50,64,49,8
50,65,46,8
50,66,19,8
50,69,73,8
50,70,17,8
50,71,76,8
50,72,26,8
50,74,76,8
50,77,70,8
50,78,55,8
50,78,81,8
50,79,23,8
50,79,83,8
50,80,52,8
50,80,82,8
50,83,76,8
50,84,34,8
50,84,86,8
50,85,79,8
50,86,38,8
50,86,40,8
50,86,50,8
50,87,36,8
50,87,93,8
50,88,75,8
50,90,82,8
50,91,97,8
50,92,82,8
50,95,92,8
50,99,95,8
50,101,118,8
50,102,116,8
50,110,102,8
50,118,129,8
50,119,134,8
50,122,121,8
51,42,3,8
51,46,8,8
51,47,10,8
51,50,48,8
51,53,50,8
51,55,30,8
51,59,12,8
51,59,46,8
51,62,46,8
51,62,54,8
51,66,69,8
51,68,52,8
51,70,66,8
51,71,62,8
51,72,16,8
51,73,24,8
51,74,68,8
51,75,51,8
51,75,79,8
51,76,55,8
51,76,70,8
51,76,72,8
51,76,80,8
51,77,50,8
51,77,66,8
51,77,76,8
51,78,71,8
51,79,83,8
51,80,78,8
51,81,57,8
51,82,51,8
51,82,84,8
51,83,33,8
51,84,53,8
51,84,73,8
51,84,89,8
51,85,71,8
51,86,46,8
51,86,53,8
51,86,90,8
51,86,92,8
51,88,81,8
51,89,92,8
51,91,99,8
51,93,83,8
51,103,99,8
51,112,105,8
51,119,128,8
51,119,132,8
51,119,140,8
51,120,125,8
51,124,139,8
52,31,12,8
52,32,5,8
52,38,3,8
52,47,9,8
52,48,10,8
52,48,37,8
52,50,37,8
52,50,38,8
52,54,17,8
52,61,60,8
52,62,10,8
52,63,46,8
52,70,20,8
52,71,65,8
52,71,75,8
52,74,53,8
52,75,49,8
52,76,78,8
52,77,22,8
52,79,72,8
52,81,25,8
52,81,50,8
52,81,85,8
52,87,47,8
52,88,84,8
52,89,56,8
52,93,89,8
52,98,95,8
52,104,100,8
52,109,103,8
52,110,130,8
52,111,105,8
52,114,135,8
52,121,128,8
52,123,141,8
52,124,139,8
53,38,5,8
53,41,29,8
53,45,8,8
53,49,11,8
53,49,37,8
53,49,38,8
53,49,50,8
53,57,42,8
53,60,16,8
53,63,10,8
53,64,47,8
53,64,50,8
53,65,43,8
53,65,61,8
53,67,14,8
53,71,71,8
53,75,73,8
53,79,78,8
53,83,85,8
53,86,91,8
53,87,54,8
53,88,92,8
53,89,41,8
53,90,98,8
53,95,85,8
53,99,89,8
53,102,116,8
53,104,99,8
53,108,102,8
53,109,126,8
53,115,136,8
53,118,114,8
53,118,138,8
53,119,141,8
53,121,142,8
53,122,137,8
53,125,140,8
54,46,9,8
54,56,42,8
54,58,43,8
54,58,57,8
54,60,12,8
54,62,65,8
54,63,10,8
54,64,11,8
54,65,48,8
54,66,42,8
54,66,54,8
54,67,13,8
54,67,58,8
54,68,51,8
54,71,17,8
54,72,20,8
54,73,51,8
54,75,56,8
54,75,76,8
54,77,57,8
54,79,50,8
54,80,53,8
54,83,61,8
54,85,53,8
54,87,58,8
54,87,80,8
54,88,53,8
54,89,49,8
54,91,99,8
54,106,102,8
54,113,107,8
54,116,137,8
54,123,139,8
55,56,16,8
55,56,40,8
55,57,56,8
55,59,44,8
55,60,64,8
55,63,40,8
55,64,43,8
55,66,70,8
55,67,53,8
55,68,48,8
55,69,44,8
55,69,46,8
55,70,49,8
55,70,65,8
55,73,49,8
55,73,59,8
55,74,52,8
55,76,57,8
55,77,54,8
55,79,65,8
55,82,51,8
55,83,25,8
55,83,58,8
55,83,84,8
55,85,51,8
55,86,68,8
55,87,50,8
55,89,54,8
55,89,91,8
55,90,83,8
55,90,84,8
55,95,84,8
55,103,117,8
55,111,128,8
56,44,32,8
56,48,9,8
56,51,11,8
56,55,53,8
56,62,50,8
56,63,12,8
56,63,47,8
56,67,50,8
56,79,53,8
56,81,51,8
56,82,53,8
56,83,52,8
56,86,52,8
56,86,88,8
56,87,55,8
56,88,65,8
56,90,57,8
56,91,49,8
56,101,98,8
56,102,99,8
56,106,103,8
56,124,135,8
57,52,12,8
57,55,40,8
57,58,62,8
57,59,45,8
57,66,49,8
57,67,69,8
57,68,52,8
57,71,71,8
57,72,49,8
57,80,54,8
57,82,63,8
57,87,85,8
57,88,57,8
57,88,93,8
57,93,45,8
57,106,103,8
57,114,108,8
57,114,133,8
57,115,135,8
57,116,112,8
57,121,120,8
57,125,124,8
57,126,141,8
57,127,139,8
57,130,145,8
58,37,6,8
58,37,8,8
58,42,6,8
58,48,36,8
58,51,41,8
58,52,38,8
58,53,11,8
58,53,13,8
58,53,47,8
58,57,11,8
58,57,39,8
58,58,58,8
58,60,46,8
58,62,47,8
58,62,48,8
58,63,43,8
58,63,67,8
58,66,51,8
58,66,69,8
58,67,48,8
58,70,50,8
58,73,50,8
58,75,57,8
58,77,57,8
58,77,58,8
58,77,73,8
58,78,77,8
58,79,74,8
58,80,78,8
58,83,53,8
58,86,74,8
58,93,95,8
58,96,83,8
58,98,106,8
58,100,90,8
58,102,113,8
58,103,100,8
58,107,101,8
58,111,127,8
58,113,108,8
